"rating","titles","authors","location","date","tenure","recommends","pros","cons","adv_mgmt"
"3.0","""Not a career destination...yet""","Current Employee - Anonymous Employee","","2017-04-03","I have been working at Korn Ferry full-time","Neutral OutlookNo opinion of CEO","Good compensation and market recognition","No/very minimal professional development. Despite being a global company, mobility and relocation options are very limited.","Focus more on talent development and retention."
"4.0","""good to start""","Current Employee - Anonymous Employee","","2017-03-06","I have been working at Korn Ferry full-time","","good for entry level, you can learn a lot","no development path; hard to be promoted",""
"4.0","""Organization in process of changing""","Current Employee - Anonymous Employee","","2017-03-06","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive Outlook","Good atmosphereMany driven, motivated peopleWork for global top companiesOngoing changes and improvements","Improvements and changes need to continueRotationAttitude of some people from the team - high expectations with not much to offer in return",""
"4.0","""High-profile consulting firm""","Former Employee - Anonymous Employee","","2017-03-02","I worked at Korn Ferry full-time (Less than a year)","RecommendsPositive OutlookNo opinion of CEO","High-profile assignments, interesting projects, great, hard-working, intelligent colleagues. Good internal career opportunities if the person is suitable for the business","High pressure, extreme sales-focus, poor work-life balance, everything is about producing sales which sometimes hiders good execution. No bonus on lower levels. extremely elitistic",""
"3.0","""Good company, great team, interesting engagements. Great candidates""","Former Employee - Executive Assistant","","2017-03-10","","Doesn't RecommendPositive OutlookNo opinion of CEO","Great company, experienced senior client partners and associates, high standards, great and unique projects. Possibilities to work at other divisions","Way too much administration, no room for improvement, poor training materials, only online trainings for staff, no personal trainings, a","Use the tools that you sell for the improvements of your teams. EG. Employee effectiveness survey"
"3.0","""Mixed, good for partner level, not so great for junior""","Former Employee - Research Associate","Hong Kong (Hong Kong)","2017-03-11","I worked at Korn Ferry (More than a year)","RecommendsNegative OutlookNo opinion of CEO","Location brand reputation of the company, the job in nature is always about hustling to get names get business etc","Depending on what your team culture is like. All teams ex banking can be terribly local. banking and finance has a more international mindset although the majority of the team is still made up of locals","Thank god they fixed the names database making it much easier to use."
"4.0","""Hay Group""","Current Employee - Senior Consultant","","2017-02-21","I have been working at Korn Ferry full-time (More than 3 years)","Approves of CEO","Flexible and collaborative culture, good talent, strong brand in the market, strong IP","Inconsistent strategy, weak knowledge management",""
"5.0","""Great career accelerator""","Current Employee - Anonymous Employee","","2017-02-23","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive Outlook","Great development opportunities, culture and team in the office in this location is great.","very busy work, not for people who like calm pace",""
"5.0","""Tough year but things are going well now""","Current Employee - Consultant","London, England (UK)","2017-02-12","I have been working at Korn Ferry full-time (More than 10 years)","RecommendsPositive OutlookNo opinion of CEO","There are a lot of really good quality consultants, tools and client relationships/projects here. The London office is the biggest and therefore generates a lot of the real innovative thinking for the firm.Having been taken over, it was a difficult year but I think this period has come to a close now as the firm seems to be talking about clients again rather than internal matters.If you want to understand how to implement strategy into reality then this is the place to work.They are not afraid to put their hand in their pocket to buy new businesses so it's only likely to keep growing new people, products, methodologies etc.This is an environment that treats people as intelligent adults. It's also a networking culture, so you need to be proactive and get stuck in. Come up with suggestions and not expect to be fed the answers to every problem.The breadth and depth of expertise is genuine as is the desire to do the 'right thing' for clients and employees. There is real integrity here. You wont be bored, there is always something new to learnt.The new refitted offices are very professional, making you feel like you work for a big professional firm.","The content still needs to be properly organised into a compelling pitch to clients. Some clients are (unnecessarily I believe) worried about the relationship between search and consultancy. Finance, marketing and IT as functions need to be reviewed as they are not properly set up to service clients and employees but rather just the corporate centre.","Globally - Accelerate the effectiveness of future acquisitions. Don't confuse/equate that by having past experience of acquisitions means that you are good at them. Seek to find and learn the lessons from the last acquisition. Apply that learning, don't just diagnose and talk about it, but act in a way that makes people feel stronger and more capable because of your actions..Locally - keep going, we all know its been hard, but this is now feeling like a great place to work again. Don't lose the positive momentum you've gained in the last 6 months."
"2.0","""Sr. consultant""","Current Employee - Anonymous Employee","","2017-03-01","I have been working at Korn Ferry full-time","","I have no idea after M&A from Kornferry","Kornferry request lots of additional work",""
"2.0","""Toxic""","Former Employee - Anonymous Employee","","2017-02-25","","Doesn't RecommendNeutral OutlookNo opinion of CEO","Reasonably flexiblePay and benefits are goodIP is solid (if outdated)","It's a toxic culture which lacks governance, as such its developed into an extremely political and silo driven business. There's not a one ""Hay Group"", but many different variants, some better than others. Change leaders faster than millennials change jobs. It's everything it teaches it's clients not to be (No JDs, No PM, Low EI leaders, No consistent grading or pay, No support etc). End result is little or no innovation, it's all about semi scripted delivery of methods.","None."
"4.0","""Recruitment Business Partner""","Current Employee - Recruitment Business Partner","Sydney (Australia)","2017-01-30","I have been working at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookNo opinion of CEO","Huge international reach that works with many leading names across all sectors, Enables you to work with some great names and obtaining diverse experience.Good range of technology and lots of specialist teams especially with recent merger of Hay group.","Areas of business such as Korn Ferry, Futurestep and Hay could be more be integrated. Again merger was only recent so I guess the above is still work in progress.","Strong leadership team"
"4.0","""A nice place to work in""","Former Employee - Anonymous Employee","","2017-02-03","I worked at Korn Ferry full-time","RecommendsNeutral OutlookApproves of CEO","very nice people, good atmosphere, very collaborative and people always ready to help out. highly professional, consistent quality delivery.","slower pace, not aggressive enough in terms of approaching potential customers. Marketing is weak, so doesn't very strong brand in emerging markets.","become more commercial focused, come up with more innovative solutions to attract new clients. improve marketing and branding."
"2.0","""People company led by finance""","Current Employee - Anonymous Employee","","2017-01-22","I have been working at Korn Ferry full-time","Doesn't RecommendNeutral OutlookDisapproves of CEO","IP, strong local marker presence, great local people (hay group legacy)","Ex CFO is CEO-numbers are everything. Process for everything. Poor, poor IT, growth is mantra...","Trust people and give them room to work and deliver. Listen to even small offices."
"1.0","""Senior Associate, London Office""","Former Employee - Associate","London, England (UK)","2017-01-30","I worked at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral OutlookNo opinion of CEO","The firm has a well known brand that makes initiating contact with new executives easier than at a boutique organisation.","London has had a pay freeze for the last three years. Only a handful of Associates received bonuses. There is little promotion and it is entirely dependent on the Partner you work for. Associates are there to be the scapegoats of the business - there is no interest in development. Senior management are constituted entirely of failed search consultants. The company will have no compunction about lying to, or deceiving, its employees. The internal politics and distrust between offices is of gigantic proportions and there is so much bureaucracy that as an Associate, very little of your time is actually spent headhunting, rather it's filling in pointless forms or updating/cross-checking the numerous international databases.",""
"4.0","""Senior Recruiter""","Current Employee - Senior Recruiter","Vancouver, BC (Canada)","2016-12-28","","RecommendsNeutral OutlookDisapproves of CEO","It was a fun place work, great people, great experience.It taught me how to be a better professional.","Very long hours, culture of presence.This is a 24/7 job and you need to bring your A game every day. Not a bad thing but you need to be aware before signing up.","I was impressed with my experience."
"1.0","""To Hell and Back""","Former Employee - Managing Associate","New Delhi (India)","2017-01-23","","Doesn't RecommendNegative OutlookDisapproves of CEO","Dont think there is any","This was by far the most ineffective and most ridiculous company that i had been associated with.1: FutureStep is not KornFerry, they are only Piggy back ridding on the brand name.2: You are a Modern Day Slave3: Forget there existed a work-life balance (i was called for update by my boss, when i was in Labour room with my Spouse)4: Forget personal space5: Internal Politics kills junior6: The Mandates are begged from KornFerry, i really doubt of any if manadate are originated from FS, you can say FS market leader's only originate 5-10% of new business7: Get ready to be terminated / fired or let go.8: Appraisal's are joke, there is nothing called as Appraisal: FYI for execution team who are responsible for bringing the role's to closure and are responsible for 90% of the hardwork there is no Variable component9: Get ready to be humiliated in front of your family10: Management has no Idea how to run a business, they only want to make money, they are not solution provider","Take responsibility of career's of people who have bought trust and joined you. Dont let it go to waste, Build Career, you are devaluing your own brand name and tarnishing it."
"5.0","""Rewarding Environment""","Current Employee - Anonymous Employee","","2016-12-14","I have been working at Korn Ferry full-time","RecommendsPositive OutlookApproves of CEO","Good Benefits & reward structure","org structure may be too complicated",""
"5.0","""Industry Leader""","Current Employee - Managing Partner","","2016-12-06","I have been working at Korn Ferry full-time (More than 10 years)","RecommendsPositive OutlookApproves of CEO","Best strategic approach to the talent industry. the strong core of executive search combined with industry leading IP in talent acquisition and leadership and talent management if a huge advantage.","Some normal pain around the integration of the Hay Group but is gaining traction. Still a bit of a fragmented go-to-market strategy but that is coming together pretty well.","Maintain focus on driving synergies from the integrated business model. Stay the course on integration and continue to ensure that revenue producers from all three lines of business are talking up the integrated plan."
"1.0","""Bad management and backstabbing culture""","Current Employee - Consultant","London, England (UK)","2017-01-09","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNegative OutlookDisapproves of CEO","They pay well, which makes it hard to leave.","Bad management, private interest and politicking more important than the interest of the business. Have seen a lot good people leave and bad being promoted. You do not need much skill if you master the one of telling your manager what they want to hear.","Empower your employees, they aren't a threat to your position."
"1.0","""Managing consultant""","Former Employee - Managing Consultant","Melbourne (Australia)","2017-01-10","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","It's global . It works for the biggest firms . It however acts local when it comes to internal performance review of individuals","Three different brands competing internally for revenue recognition which confuses clients","Think strategically. Invest . Act collaboratively . Practice what you preach . The tone from the top in Australia is horrible , out dated , inane and self promoting of the Aust Chairperson. I hear it hasn't changed and got worse after the acquisition of Hay"
"2.0","""Disappointing""","Former Employee - Corporate Functions","London, England (UK)","2016-12-12","","Doesn't Recommend","Some truly lovely people.The theory underpinning the work is sound.Convenient office location.","Employees in Corporate Functions are made to feel like second class citizens.Management in these functions can be appalling - rife with favouritism, bullying and pettiness.No career path planning.","You sell good products to clients - use them internally.Pay attention to Corporate Functions - a lot of intelligent, capable people at the beginning of their career are leaving your company with a very bad experience, which they can share for the next 40+years."
"3.0","""Good friendly place but recently taken over.""","Current Employee - Senior Consultant","London, England (UK)","2016-12-07","","Recommends","Flexibility of time if you manage yourself well. Good people.","Pay not as lucrative as some management consultancies.",""
"2.0","""Take over was catastrophic!!!!""","Current Employee - Anonymous Employee","","2016-12-01","I have been working at Korn Ferry full-time","Doesn't RecommendNo opinion of CEO","Flexible hours and wfh!!","The company had a great transparent culture prior to KF, everyone feels lost","Be transparent"
"3.0","""They are ok""","Current Employee - Senior Project Manager","London, England (UK)","2016-12-01","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Huge networkGlobal CoverageTrying to Change","Always an excuse not to pay bonusesDisconnected divisions","look at a unified customer strategy to ensure global alignment with your client needsListen to your clients, do not try and force solutions on them that they do not want/need"
"3.0","""Senior Recruitment consultant""","Former Employee - Anonymous Employee","","2016-12-01","I worked at Korn Ferry full-time","RecommendsPositive OutlookNo opinion of CEO","Korn Ferry Futurestep has a good team","Korn Ferry Futurestep pays low and no annual increment","More transparency and less hierarchical"
"2.0","""World Class Consulting but SME standard""","Current Employee - Anonymous Employee","","2016-12-01","","","None noted so far. The morale in the office is really worse than I m expected. The environment is very self-centered and zero team factor.","No worklife balance at all and they love to stay in the office after office hour to show everyone they are very busy and occupied","As a top executive search company, it has to be at least the company that potential employee will go for it."
"2.0","""A real mixed bag...""","Current Employee - Onsite Recruitment Consultant","London, England (UK)","2016-11-28","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNeutral OutlookDisapproves of CEO","There are some really good people here, and they have managed to garner some impressive RPO Clients","The managers here couldn't organize a Drink in a brewery. At times it can be a toxic environment where gossip and backstabbing are the favorite methods of management. They obsess with what is needed to ""Fit In"" at Futurestep but with no clear definition of what that is. Lots of managers ""working remotely"" (Missing in action) The American ownership is determined to make the company in it's image globally which, given the disappointing level of talent they have managing things in Europe is probably a good idea.","To be honest, they wouldn't take it, so there is no point in giving it."
"4.0","""Research Analyst""","Current Employee - Anonymous Employee","Hong Kong (Hong Kong)","2016-11-13","I have been working at Korn Ferry (More than 3 years)","","Good insurance plan. Friendly working environment","Overtime working, but it's a norm in HK. High Turnover rate",""
"1.0","""Managing Consultant""","Former Employee - Anonymous Employee","London, England (UK)","2016-12-12","I worked at Korn Ferry (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Opportunity to use some impressive profiling kit. fancy business cards and corporate branding","Lack of career development, very short-term mentality from the senior leadership team, lack of leadership and worst of all - everyone in the business are mere cannon fodder, should the US decide to change direction or rationalize.","Find out as much as possible about the individual reporting structure (as in the partners, sector leads etc) as this will make / break your career."
"1.0","""Low Class US MNC""","Current Employee - Finance Manager","Singapore (Singapore)","2016-12-02","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNegative OutlookDisapproves of CEO","World #1 HR Consulting Firm that provides niche assessment tools with close to 90% Fortune 100 company.","Low in class and lack of team work in Finance. Often regard peers from Hay as ""stupid"" and not willing to guide. Full of complaints in Finance and contribute negative energy around. No work life balance at all!","HR should look into hormoizing the work environment and create a work life balance."
"4.0","""Good learning""","Current Employee - Anonymous Employee","","2016-10-26","","Approves of CEO","Ample learning opportunitiesGood quality of work","Politicized environmentPoor work life balance","Focus on gooming talent"
"5.0","""this company is at the front of innovation in its market""","Current Employee - Anonymous Employee","","2016-10-21","I have been working at Korn Ferry full-time (More than 10 years)","RecommendsPositive Outlook","- clear strategy of the company- most innovative company in comparison to all their competitors- truly international in it's way of operating- first class colleagues","- this is a high-performance environment and consequently not the place for a very comfortable work-life balance or for people who like status-quo.","- in the context of the combination with Hay Group, it is very important that enough energy and efforts go into solid integration, training and offering-finetuning"
"5.0","""Great company to work for""","Current Employee - Consultant","Melbourne (Australia)","2016-10-19","I have been working at Korn Ferry full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Some of the key standouts from my time here so far:- Career opportunities are unlike any other player in Talent Management as we are growing and always evolving. I've seen people progress to support other clients and industries, and also internally within Futurestep, Korn Ferry and Hay Group both locally and globally. I've not encountered this anywhere else in my career.- The culture is very friendly with great people and supports flexible working, encourages innovation and recognition is received for a job well done.- Wish I'd joined much earlier in my career!!","Knowledge management and collaboration could be improved across the firm.",""
"5.0","""Healthcare Analyst Intern""","Former Employee - Anonymous Employee","","2016-10-08","","RecommendsNeutral OutlookNo opinion of CEO","The wage was quite good and the experience was a huge resume builder. We spent quite a bit of time slacking off and there were plenty of free lunches. However, when we did actually have work to do, I learned a lot from it.","If you are a busy body like myself, the time to kill will be excruciating. The training process was subpar, but they seemed very responsive to our critiques on this, so hopefully it will improve.",""
"4.0","""Analyst""","Former Employee - Anonymous Employee","Plzeň (Czech Republic)","2016-10-07","I worked at Korn Ferry full-time","RecommendsNeutral Outlook","Great team, climate, interesting work, office in the center of Pilsen","Salary was still too low and bonuses cut.Office toooo crowded and noisy, hard to concentrate on work. Another office empty!Tools not working when we need them.Sometimes no work at all, sometimes very busy.","Already writen in cons - it can be improved by management"
"2.0","""Senior Consultant""","Current Employee - Anonymous Employee","","2016-10-19","I have been working at Korn Ferry full-time (More than 3 years)","Doesn't RecommendNeutral Outlook","Great Benefits , compensation is not great, once you leave HG you can sell yourself for double","No work life balance espacially in small offices",""
"4.0","""Sr Consultant""","Former Employee - Senior Consultant","Shanghai, Shanghai (China)","2016-09-26","I worked at Korn Ferry full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Flexible, Open to change, nice people, driven platform for those who're passionate about people consulting. There's not much hierarchy within the firm, and leaders are quite close to juniors.","Salary level is a bug as the workload is not that light... Lack of strong senior leadership to drive innovation, and also change management, culture and team building.","Increase salary level for junior to middle level consultants"
"4.0","""Excellent & Motivating Atmosphere""","Former Employee - Anonymous Employee","Santiago (Chile)","2016-09-16","","RecommendsPositive OutlookNo opinion of CEO","Short and fast implemented projects","low wagecomplicated merge with Hay Group","better wages - bonus"
"5.0","""great place to work""","Current Employee - Anonymous Employee","","2016-09-08","I have been working at Korn Ferry full-time (More than 10 years)","RecommendsPositive OutlookNo opinion of CEO","ambitious vision exceptional IP client driven organization with brillant consultant","finances is taking over on operation and business","be more international and less USA centriclets finances control and business to drive the business"
"5.0","""Senior Associate""","Former Employee - Senior Associate","Seoul (South Korea)","2016-09-09","I worked at Korn Ferry full-time (More than 3 years)","","Brand awareness of worldwide no.1 executive search firm. Locally recognized too~~","A bit expensive in terms of search fee (on not C-suite search cases)","Introduction of interim managemt search assignments"
"4.0","""Flat Organization""","Current Employee - Anonymous Employee","","2016-09-06","I have been working at Korn Ferry full-time","","Solid client base and client reputation","Very flat organization makes it a very long process in order to move up in the organization","Communicate major changes in the organization to people."
"1.0","""appalling""","Current Employee - Associate","London, England (UK)","2016-10-06","I have been working at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative Outlook","Consultancy side of Hay Group is fantasticThere are some smart people","Benefits poor nothing exciting!Lots teams being treated like they mean nothingBusiness support functions hires absolutely incapable managers, who drove teams insaneBullying and disrespectlow paydon't promote based on skills and knowledge more of who is brown nosing the most is getting promoted, although they behave like a robot and have no social intelligence neither have self awareness, somehow still made it into consultancy!I was so excited in the beginning of my employment with them but then they just drag you down and there is nothing in return!Politics lots of them...","Stop being so self observed, treat your people like you want to be treated yourself and reward hard work! Korn ferry is helps clients to find the best people well start helping yourself first get the best people on board as at the moment feels like all great run away and only basket of deplorable has left behind pick up pieces!"
"3.0","""Recruiter""","Former Employee - Anonymous Employee","","2016-09-18","","RecommendsPositive OutlookDisapproves of CEO","Interesting mandates, good reputation, brand recignition","No training and development, leadership does not listen to employees, old school management style","None"
"5.0","""Professional and diverse culture in a flexible working environment""","Current Employee - Anonymous Employee","Singapore (Singapore)","2016-08-22","I have been working at Korn Ferry full-time","RecommendsPositive OutlookApproves of CEO","Korn Ferry Futurestep has a truly holistic talent management offering to clients which sets them apart from traditional agency contingent or search recruitment firms as well as their competitors in the RPO space.It's an organisation that treats with trust and respect and offers the flexibility to support people in different stages in their lives.They offer diverse and exciting opportunities for staff to grow long term careers within the business and across markets.","Growth and development in this company is only limited by the individual. You need to be flexible and willing to try new things or take on work to support the greater business which sometimes might not align with what you want. The end result will be you'll have more doors open and greater growth within the business.",""
"2.0","""Not a people-focused company, despite the industry""","Current Employee - Anonymous Employee","London, England (UK)","2016-08-30","I have been working at Korn Ferry full-time (More than 5 years)","Doesn't RecommendDisapproves of CEO","Quite relaxed environment to work in. Able to work from home on occasion, assuming your manager approves. Some good people.","For a people company and the no.1 search firm, Korn Ferry doesn't make staff feel valued. Goes through periods of mass hiring at senior levels (with no apparent strategy other than bums on seats). Relies on apathy of staff instead of rewarding performance, loyalty and longevity. Worst payer of the big search firms, no pay rises so make sure you negotiate well at the beginning for a salary you're happy to be on for the next 8-10 years (assuming you don't go for promotion, which is supposedly the only way to get an increase). Salaries and bonuses shrouded in secrecy (even to partners), but management now definitely lying to staff about parity.","The tide is turning, reward staff now or risk losing senior knowledge and talent."
"5.0","""Highly recommend! Great Company that stands by what it advertises and promises!""","Current Employee - RPO Recruitment Consultant","Melbourne (Australia)","2016-08-17","I have been working at Korn Ferry full-time (Less than a year)","RecommendsPositive Outlook","Great people, great opportunities and they really do stand by what they say! I have a great work life balance and Korn Ferry really do appriciate their staff","I haven't had any dissapointments","They really take internal mobility seriously and the COE are always looking for innovative and creative ways to keep clients and the company ahead of the market."
"2.0","""Disappointed""","Former Employee - Anonymous Employee","Shanghai, Shanghai (China)","2016-09-05","","Doesn't RecommendNegative OutlookApproves of CEO","KF futurestep is a well recognized global recruiting firm. It gives employees lots of access to global resources. It's also an awesome platform for young people to start their career path with.","1)It's a global firm but most of the management level does not behave professionally (e.g. dress code, politics, favoritism & etc.)2) Limited access to career development - always over-promised.3) Underpaid.4) No employee recognition.5) Given the fact that there's no on the job training/mentorship available, new employees constantly feel confused during their first few months of employment.","Please start respecting your employees or they will all eventually leave the doors."
"5.0","""Good Development Plan""","Current Employee - Anonymous Employee","","2016-08-22","","","I been working with Futurestep for almost 2 years, the internal development for employees works really well, not only the on-job and in-class training motivate the employees but also the promotion always prioritize the existing employees.","The business going really fast, must keep up with the pace in order to work here.",""
"4.0","""Talent Sourcing Specialist""","Current Employee - Talent Sourcing Specialist","Kuala Lumpur (Malaysia)","2016-08-22","I have been working at Korn Ferry full-time (More than a year)","RecommendsPositive Outlook","Work life balance , inhouse traini","Lack in medical benefits, bonus",""
"3.0","""It is all right""","Former Employee - Consultant","","2016-09-06","I worked at Korn Ferry full-time (More than 3 years)","","It is a good brand","However it is traditional and quiet","Try something new"
"3.0","""All about revenue""","Former Employee - Anonymous Employee","","2016-08-31","","Doesn't RecommendNeutral OutlookDisapproves of CEO","You can get involved in many different projects in a short period of time and get to work with a lot of very experienced people.","There is no clear path, except for growth in revenue. Very agressive culture.",""
"3.0","""Managing Associate""","Current Employee - Anonymous Employee","Pune (India)","2016-08-22","I have been working at Korn Ferry full-time (More than a year)","","Flexibility to work and innovate, good growth and learning opportunities","Lack of transparency in management decisions","Could be more transparent, add non monetary benefits and rewards to motivate employees"
"4.0","""Great Energy""","Current Employee - Anonymous Employee","","2016-08-03","I have been working at Korn Ferry full-time","Doesn't RecommendPositive OutlookApproves of CEO","The moment you walk into the office you will feel a rush of energy surging through you. For some people it can be highly addictive. It a place where Do-ers can shine the best.","The same energy can be a bit too much for some to swallow and they might feel overwhelmed.","Keep Rocking El' Casbah!"
"3.0","""Associate""","Former Employee - Anonymous Employee","","2016-08-08","I worked at Korn Ferry full-time","Doesn't RecommendNeutral OutlookNo opinion of CEO","Good for the CV;Exposure to senior level positions;Generally nice people to work with on staff level.","Partners have no interest in investing people.Financial reward is not reflected on team's revenue delivery.Not balanced work load, peers could be living a very different life in the same company.Internal HR is a fomality and mainly doing payrolls.","Without the delivery team, there will be no successful placements and no repeating business; show some interest in developing your people."
"4.0","""Manager""","Current Employee - Manager","São Paulo, São Paulo (Brazil)","2016-07-25","I have been working at Korn Ferry full-time (More than 5 years)","RecommendsPositive Outlook","Autonomy, intelectual challenges and Great oportunies to fast growth.","Lack of clear vision about the future - considering Korn Ferrys acquisition.","Keep investing on developing bottom up consulting skills. Fast on recognizing the best and get out the less best"
"4.0","""Good Environment and Team""","Former Employee - Talent Acquisition Coordinator","São Paulo, São Paulo (Brazil)","2016-07-23","I worked at Korn Ferry full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Cooperative team, clear project scope","Total reward is below market average",""
"1.0","""Awful experience. Please do not take any offers from this company even if you are in dire need.""","Former Employee - Talent Sourcing Specialist","Pune (India)","2016-08-19","I worked at Korn Ferry full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Only good thing was that I made a few friends who will be there for life.","No job security. You can be ""released of your duties"" with effect from any day.No clarity of work.No appreciation.","Make sure you can appreciate the work done by your employees."
"2.0","""Korn/Ferry""","Current Employee - Anonymous Employee","","2016-07-30","","","Recognised brand, high level access in organisations","Still a very individualistic culture",""
"5.0","""Managing Associate""","Current Employee - Managing Associate","Pune (India)","2016-07-14","I have been working at Korn Ferry full-time (Less than a year)","RecommendsPositive Outlook","Excellent to work with the org","No Cons about the org","Management transparency should increase"
"1.0","""The rich get richer....""","Current Employee - Current Employee","London, England (UK)","2016-08-10","I have been working at Korn Ferry (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Some really great people to work with and a good company to have on your CV.","Seems to be impossible to move up in the company unless you are already in management.Some managers are seriously lacking actual management skills.Promotions are yearly and seem to be based on popularity rather than performance.Bonuses are discretionary and also seem to be based on popularity rather than performance.If you don't get on big searches/projects you are unlikely to be noticed.No loyalty to staff who work hard and deliver results.No pay increases.Very limited information around acquisition, one day someone is there and the next they are gone.","Practice what you preach!!!"
"5.0","""Work hard to get rewarded""","Current Employee - Anonymous Employee","","2016-07-04","","RecommendsPositive OutlookApproves of CEO","Great company structure in time","Hours can be very long","`"
"3.0","""OK""","Former Employee - Senior Associate","London, England (UK)","2016-07-11","I worked at Korn Ferry (More than a year)","Doesn't RecommendNegative OutlookNo opinion of CEO","Good brandLondon office is a flagship.","Political.Interference from the US.Not quite the same cachet as Zehnder.","Try harder"
"1.0","""Worst Company""","Current Employee - Maharashtra","Pune (India)","2016-08-01","","Doesn't RecommendNegative Outlook","No pros for this company","No cons for this company","Management is the worst.The management people are less experienced and they don't know how to talk.As they have godfather they treat the employees like slaves.They are full of fake and nonsense people.They violet lot of processes.At the time of joining they give you big picture about your roles and responsibilities but after entering inside the picture is completely different.The WORST company to join...BEWARE..."
"3.0","""""Great and Nice Colleagues""""","Former Employee - Anonymous Employee","Asia (Philippines)","2016-07-10","I worked at Korn Ferry full-time (More than a year)","","Worked for Korn Ferry for 2 years.Prestige company and a lot of talented people around.Great colleagues and nice office to work.","No work life balance as long hours of work even has to work through late nights and sometimes on public holiday or your day off.No increment and no good bonus even if you score high / best grade in your appraisal with your hardwork.A company that only focus on sales revenue with no training opportunities to upgrade employee other than on the job training which you have to go around to seek help either from your team member or other departments who are doing the same job as you.","Focus on staff retention or else you will lost a lot of good staff who work hard for the company"
"3.0","""Project Manager""","Current Employee - Anonymous Employee","","2016-07-09","I have been working at Korn Ferry full-time","","Great clients and team members. Interesting work projects. High level of autonomy.","Difficult to advance. Work load is very high. Revolving door of senior leaders. Strategy changes often.","Increase transparency and communication. Provide better and more meaningful training."
"2.0","""Consultant""","Former Employee - Anonymous Employee","","2016-07-04","","Doesn't RecommendNegative OutlookDisapproves of CEO","Good employee benefits, good employer brand name","politics, unfair treatment, poor senior management","Change the Head of Asia Pacific"
"3.0","""Review""","Current Employee - Anonymous Employee","","2016-07-05","I have been working at Korn Ferry full-time","","Nice people, flexible and good location","None to mention at the moment",""
"1.0","""Dont Go for it..!!""","Former Employee - Associate Recruiter","Pune (India)","2016-07-21","","Doesn't RecommendNegative OutlookDisapproves of CEO","The brand name is the only thing which is good...","* There is no job security*Salary is so less as compared to the competitors.* They hired some students (~50) from campus all over India. After 10 months of placement (in ref to ITM college), with no offer letters and date of joining, they came back saying we're sorry we have taken back our offers coz the company is in losses. During those 10 months of period when we used to call them and ask about the offers, they keep on telling its in process, it will come next month and stuff.SUMMARY: They like to play with students or employee's carrier.. So if you want to be that bakra, then go for this company.","Please stop playing with our carrier..."
"1.0","""Outstanding offers taken back""","Former Employee - Anonymous Employee","Mumbai (India)","2016-07-21","I worked at Korn Ferry full-time","Doesn't RecommendNegative OutlookDisapproves of CEO","i don't find any pros with them","We 6 students from ITM were hired from this company in October 2015 and waited till July 2016 but now after their commitment of taking on board they have taken their offers back which is not acceptable.My advice to this company would be practice what you preach.After long wait of 10 months this is the result what we got. Disappointing to the core.",""
"3.0","""Very ambitious and international culture""","Current Employee - Anonymous Employee","","2016-06-29","I have been working at Korn Ferry (More than 8 years)","","- Atmosphere is good, lots of bright and inspiring colleagues- Wonderful projects- Enough room for initiative and personal development- Working in international teams is great","- Pressure from global management on local organizations is high- Large amounts of mandatory data delivery about your work (listed company!)- You must be well able to say ''NO""- It could feel like people are seen as revenue machines, which is particulary strange for ""the preeminent people company"".","Stay focused on the people and the company culture, instead of the extreme focus on shareholder value or partners of the firm."
"1.0","""A thought place work, long hours and no recognition at all.""","Current Employee - Senior Consultant","","2016-07-15","I have been working at Korn Ferry full-time (More than 10 years)","Doesn't RecommendNegative OutlookNo opinion of CEO","Well recognised company in the market, good image and reputation. Nice place for junior people who want to become experienced professionals in a short period of time. Good place to learn.","No salary reviews for years, bonus pools use to be a black box discretionary distributed based on relationships and influence.",""
"3.0","""Focused on money above all else""","Current Employee - Anonymous Employee","","2016-06-12","I have been working at Korn Ferry full-time","RecommendsNeutral OutlookNo opinion of CEO","Opportunities to progress if you deliver the numbers and navigate politics effectively. Meritocracy where results are more important than 'pedigree'. Show support for colleagues in times of personal hardship.","A short-term monetary focus. Lack of focus on quality and client care. Resistance to invest for longer term improvement. Political environment.","Invest in the areas that will deliver better results for client and colleagues and the long-term financial success will follow."
