"rating","titles","authors","location","date","tenure","recommends","pros","cons","adv_mgmt"
"5.0","""A great company to work for!""","Current Employee - Software Engineer","Menlo Park, CA","2014-08-02","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Goes out of the way to help you be your best.","Getting bigger (Google size), so obviously if you are looking for startup-ish growth, go elsewhere.",""
"1.0","""slow career and bad management""","Current Employee - Software Engineering","Menlo Park, CA","2014-08-23","I have been working at Facebook full-time (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","The office environment is good in general, also having a big name on your resume may be good for the future.Most of the colleagues are very prepared technically.","As company grows they are trying to cut costs, objectives are unrealistically set, bonuses and promotions are considerably lower.If you work here on visa, pay increases and promotions are slowed down even more.Mid management gets packed with responsibilities, the individual contribution is no longer relevant, the general philosophy seems to be ""it's normal for people to leave the company"" and that happens regularly after every performance cycle or stock vesting time.To counterbalance this, company seems to brainwash employees with slogans, posters are everywhere around the office to make ""the culture"", many company employees believe and talk with slogans.Life/work balance is simply set to ""no life"".I've seen managers complain if someone takes more than one week off in a row, or making jokes about family duties the first day someone returns from parental leave.","managers promoted from engineering are not always able to deal with people."
"4.0","""Entry-level Facebook Experience""","Former Employee - Human Operations Analyst","Austin, TX","2014-08-06","I worked at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","Very good way to launch a career. Very mission driven company that has lots of benefits. Highly recommended for someone about to graduate or post-graduate in their first year.","The atmosphere is not exactly the most professional, but I suppose that makes sense as it does fit the overall vibe of Austin.","I honestly have nothing but positive things to say about my experience there as well as the managers that I worked with! Highly recommended job."
"5.0","""An amazing time""","Current Employee - Software Engineer","Menlo Park, CA","2014-07-20","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","- Great reach- Great people- Great resources- Great projects- Great perks & compensationThe fast-paced movement really aligns well with me.","Your life inside and outside of work will likely become blended. This may be okay. Many people at the company have become my friends.",""
"4.0","""Great Company""","Current Employee - Recruiter","Menlo Park, CA","2014-07-31","I have been working at Facebook full-time (More than 3 years)","RecommendsNeutral OutlookApproves of CEO","Exciting projects, minimal bureaucracy, focus on impact, great learning and development programs, autonomy to make decisions for effective production.","The reward structure is becoming increasingly political.",""
"5.0","""Amenities amazing, but you'll work really hard""","Former Employee - Administrative Assistant","Menlo Park, CA","2014-05-28","I worked at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Wonderful amenities - the food is just outstanding. Everything is home-made and natural or organic. Wide variety with lots of restaurants, and it's all FREE.Beautiful campus, bicycles are available for either going from building to building or going for a ride in the afternoonLots of places to relax or lie down if you need a breakGREAT coffee and a Philz coffee on campusSweet Stop shop if you need a sugar lift in the PMFantastic help desk for IT issues. Anything you need to do your job is given to you. Laptops and phones are top-of-the-line.Something is always happening on campus, whether it's a vendor, a celebrity visitor, or Mark Z making an appearance.","Work is always abundant and there is a chaotic atmosphereThe feel is always ""do it right now""People are under a lot of pressure to get things doneAtmosphere can be impersonal because you're so ""hooked in"" to everyone else electronically, that you can work from home very easily","Great place to work, keep it up!"
"4.0","""Very informative learning experience for early entry post-graduates.""","Former Employee - Human Operations Analyst","Austin, TX","2014-07-20","I worked at Facebook part-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","One of the most recognizable companies in the business, laid-back, high influx of determined/capable young professionals.","The compensation was a bit lower than I felt it should have been.","Be extroverted, open to teamwork, etc."
"5.0","""High energy, very smart people, really does 'move fast', lots of opportunity to advance.""","Current Employee - Data Scientist","Seattle, WA","2014-06-19","I have been working at Facebook full-time (More than a year)","RecommendsApproves of CEO","Making a difference in and out of Facebook. Mission of connecting people is beneficial to millions of people. Compensation and perks very good. Lacks bureaucracy. Good equipment. Self-starters can go far. Free, fresh food and drinks. Paid parking.","Open plan offices can get noisy/crowded. Everyone has headphones.","Allow more time for individual/team projects started from the 'ground up'."
"5.0","""Really enjoy working here""","Current Employee - Anonymous Employee","Menlo Park, CA","2014-06-23","I have been working at Facebook full-time (More than a year)","RecommendsApproves of CEO","Great place to work--great people, interesting work, great perks, lots of opportunity to take on more responsibility.","Can't really complain about anything",""
"5.0","""Interesting work, ample learing opportunities, smart people, great perks, excellent compensation, fun environment""","Current Employee - Anonymous Employee","Menlo Park, CA","2014-06-06","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","The biggest problem with working for Facebook is showing up to work every day (well, not every day since the work-from-home policy is pretty liberal) and thinking, ""Man, this must be a bubble. I mean, there's a bouncy house, 10 scotch bars, and they're roasting a pig in Hacker Square.""But, if you can stand that, the rest is great.","Gotta be REALLY careful with data. Despite what you see on Facebook, there is nothing that Facebook is more concerned about than protecting its users' data. People ""disappear"" from time to time, and the reason is usually that someone *&(^ed up and did something with data that they shouldn't have, whether accidentally or intentionally.","Careful with the B-School BS. Let's keep it a no-nonsense, engineering-focused company. Stop using the (non)word, ""learnings."" Squash any hint of bureaucracy."
"4.0","""Great atmosphere to work in.""","Former Employee - Security Officer","Prineville, OR","2014-06-28","I worked at Facebook part-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Fun and laid back atmosphere","Depending on site, it can be pretty boring",""
"5.0","""Astounding autonomy given to each employee. A very strong culture and work ethic.""","Current Employee - Data Scientist","Menlo Park, CA","2014-05-14","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Not only is everyone incredibly sharp and very good at their jobs, but also, almost without exception, everyone is a pleasure to work and associate with. I'm given an incredible work/life balance. I feel like working on my team is like working with a close group of friends.","Career paths not very well defined. My interactions with the executive team have been incredibly positive and inspiring. Unfortunately, I've met many director/VPs who tend to be bro-ish and/or cocky.","Less hubris. This applies mostly to director/VP level, many of whom are becoming a little too self-important."
"5.0","""Simply the most amazing place to work at""","Current Employee - Software Engineer","Menlo Park, CA","2014-06-02","I have been working at Facebook full-time (Less than a year)","RecommendsNeutral OutlookApproves of CEO","Talented people everywhere, lots of perks.","Hard to manage the work/life balance, hard to keep pace with everything happening since the company is getting larger and larger",""
"3.0","""Great place to work...very hard... but this teenager of a company is still trying to figure out its HR policies.""","Current Employee - Anonymous Employee","Menlo Park, CA","2014-06-08","I have been working at Facebook full-time (More than 3 years)","Doesn't RecommendNeutral OutlookApproves of CEO","The ""Move Fast"" reputation Facebook is known for is truly how it is inside the company. This makes getting the job done a much less painful experience. Truly an ""ask for forgiveness"" environment (no need to ask for permission). If there was no downside (which there is), I would give this company a rating of 5 stars hands down.","Facebook is still in its teenage years of development. While many HR processes & policies are mature (the hiring process is best I've seen), fraternization is overlooked (aka sex between coworkers, sometimes even in the office itself) and relationships within chain of command are accepted/overlooked - yet don't dare say ""pimp my ride"" in an open space as you will get your hands slapped.","You can still have the best culture in the world even when implementing some of the standard HR policies you would expect at any reasonably sized company. Do you really think its OK for relationships be in the chain of command (family, dating, etc)?"
"4.0","""Interesting""","Former Employee - Software Engineer","Palo Alto, CA","2014-06-16","I worked at Facebook full-time (More than 3 years)","RecommendsNeutral OutlookApproves of CEO","Have a great experience and meet new people","Workload can be heavy and gruelling for some people","Improve training and other things"
"4.0","""Startup-up culture still evident, but hitting growing pains""","Current Employee - Product Analyst","Menlo Park, CA","2014-06-12","I have been working at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","Fast paced, high impact, lots of freedom to pursue directions you find interesting, awesome data set, the ability to have an idea and see it implemented and affecting real people in weeks or months instead of years","Work/life balance not great, overarching ""connect the world"" goal pretty consistent and clear, but specific direction is often lacking and/or inconsistent.","Too much stress on things that are really just minutiae"
"1.0","""Extremely cliquey, political, poor culture, lacking in communication and career growth.""","Former Employee - Finance","Menlo Park, CA","2014-06-09","I worked at Facebook full-time (More than a year)","Doesn't RecommendNegative OutlookDisapproves of CEO","Amazing food, great campus and latest technology.","Management lacking in leadership and communication. Blamed is passed down to front line employee's. Very poor work life balance. Half the department left due to politics.",""
"2.0","""Good company, too many failures, mostly boring work""","Former Employee - Software Engineer","Seattle, WA","2014-04-26","I worked at Facebook full-time (More than 3 years)","Doesn't RecommendNeutral OutlookDisapproves of CEO","Facebook is used by everyone, and this is incredible. The Menlo Park campus is really cool and has a great vibe.- Great benefits- Smart people- Impact on millions of people","I joined Facebook a few years ago because of the agility of the engineering team. Back then, it was true. Today, not as much.- Most projects fail due to over-complication and over-engineering- Smart people are hampered by large inflexible codebase- Very hype-based culture (thing x is the new hotness, everyone on board!)- Most of the code is old and not owned by anyone, yet still in production- Most work is very mundane and not very exciting","Stop being so impatient for ""impact"" - some projects take time and nurture them."
"5.0","""The best place to start!""","Current Employee - Software Engineer","Menlo Park, CA","2014-04-14","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Rare engineer-driven culture. Many holidays and PTOs. Easy to switch to new team. So many training opportunities.","You can have to watch your own personal career path closely. FB managers are young people and not all of them are good at grow people. Some of the managers are great but you need to work on your part hardly.","Everything is great. It is a big company now and will become greater and greater. Zuck is the best CEO."
"5.0","""Huge impact, fun work and lots of autonomy""","Current Employee - Product Manager","Menlo Park, CA","2014-04-08","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Facebook combines the best aspects of working at a large public company (lots of resources and lots of institutional knowledge) and a hot startup (lots of super smart people and tons of autonomy). Going to work is a ton of fun. I look forward to tackling new problems each day.","The work schedule is pretty intense. Nice thing is that everyone works really hard here. So you don't feel like you're in it on your own. But you definitely have to work pretty hard here.",""
"5.0","""Drink the koolaid""","Current Employee - Software Engineer","Menlo Park, CA","2014-04-06","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Facebook is definitely a great place to work. If you're young (or not) and energetic, you can still do big things here. As an engineer, you still have a lot of control over the direction of your product, at least on the teams I've experienced. I think management is pretty good here as well, and you definitely work with really great engineers. The pay is great, the benefits are awesome, you are largely treated well, but this is a company you can definitely bite into too hard and overwork yourself. The place is still a lot more open internally than other corporate machines, less so since going public. Also, you get the sense that Mark has a vision, and really wants to execute on that. Time will tell if the spur of acquisitions lately are worth it, but he definitely has the balls to act on where he thinks the product is moving.","I think it says a lot that I can't think of a lot of cons. AND I'm planning to leave the company this year.-There are a lot of egos here. Definitely not representative of everyone, but some people slip through the cracks and it can be a drain working with them.-The company is starting to feel really big. It's getting harder and harder to do anything very different as you have to convince more and more people that this is a good idea.-If you're living in SF, then the location is pretty inconvenient. That and you'll just shove all your free FB swag in a drawer and never look at it again with all the tech protests lately. You can stand out on your team and do a great job at FB, or have a life outside of work. Choose one. I chose the former for too long, and now need to reprioritize.","I have been very happy with management at Facebook. Managers have always tried to grow me, my expectations are clear, my efforts are greatly rewarded, and they try to align me with projects where I will shine. I think the important thing, as we grow, is to hold onto some of the old Facebook. ""Move Fast, Break Things"" well try not to break stuff, but it would be good to keep the cadence up on engineering and the processes that have crept in over the years to a minimum."
"5.0","""Great place to work""","Former Employee - Fraud Investigator","Bentonville, AR","2014-04-08","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookNo opinion of CEO","Lots of opportunities to try other departments.","I never had any complaints while I was there.",""
"4.0","""Still a great place to work""","Current Employee - Software Engineer","Menlo Park, CA","2014-04-28","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Even after 4.5 years, the work is inspiring and the new challenges are exciting. Still the smartest employees in the business with a broad view of the world, which allows the company to serve many different cultures.","Miss the small company atmosphere of knowing everyone and getting down and dirty on multiple projects at once.",""
"4.0","""Great Perks and Great Pay""","Current Employee - Technical Project Manager","San Francisco, CA","2014-04-18","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Working Conditions are great, the perks are also very good.","No cons, this company was great to work with.","No issues with upper mangement."
"4.0","""Facebook is a great place to work!""","Former Employee - User Operations Specialist","Menlo Park, CA","2014-04-17","I worked at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","Innovative, hard-working, fast paced, friendly, fun, challenging work environment","Depending on department, there are a lot of cliques. Being close friends with employees in the company is definitely a huge plus to advance in the company.","Remain subjective. Put aside friendships when evaluating people."
"5.0","""Still trying to be a start up even though we're a big company. Still fun, smart and a great place to be""","Current Employee - Technical Project Manager","Menlo Park, CA","2014-03-26","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Fun culture, super smart people, great benefits (for non married folks), still retains the ""let's do everything at a breakneck speed"" mentality. The hierarchy is still pretty flat. You are always in charge of your destiny so it's pretty much up to you to step up or sit down. If you sit down too long, you won't last. This is a company of doers, not debaters. There is opportunity everywhere as long as you have the attitude to do something with it. Most everyone is incredibly helpful.","Moving fast doesn't always mean doing it right - While you're pretty much allowed to try anything, as a large company, we should slow down and mature some of the processes in order to maintain a high quality of shipped products as opposed to letting the culture of ""fail fast"" cause duplicate work.","Invest more in managers. By this I mean, allow a manager to focus on managing most of the time if it's right for the role. While its admirable that managers always need to work as well, not being graded on managerial skills creates unnecessary employee relations issues. At any other place, the manager can be one of the most critical advocates to a worker's career. Facebook is the only place I've ever been at where we can really have our managers bring out the best in folks and focus only on that role since the hierarchy is pretty flat. No where else has that opportunity. And while managers are general awesome, the management role is just not being used to its full potential."
"5.0","""This is absolutely the best company to work for!""","Current Employee - Ios Software Engineer","Menlo Park, CA","2014-03-14","I have been working at Facebook full-time (Less than a year)","Positive OutlookApproves of CEO","The people. The work. The culture. The perks. The CEO.# ^ $","Some code is messy (but a lot isn't). The branding could use some love.","Keep doing what you are doing. Also make our brand better."
"2.0","""Smart, boring people and no balance.""","Current Employee - Software Engineer","Menlo Park, CA","2014-02-12","I have been working at Facebook full-time (More than a year)","Doesn't RecommendPositive OutlookApproves of CEO","The people are smart, and the scaling challenges are great. Where else does your code impact a billion people? The compensation is amazing.Senior management are generally amazing people, smart, visionary and compassionate.","The focus on measuring means anything that can't be measured is ignored. It's easy to measure someone's ability to code on a whiteboard. As a result, the coders are much better than nearly everywhere I've worked, but that's it. Social skills and personality can't be measured. As a result there is no one here you would ever be friends. The internal surveys bear this point that people don't have friends at work. Similarly for managers, they are selected strictly for their technical ability. Again, they have zero compassion. In my time being here, I've never once felt like anyone cared if I was here or not. Not once has anything positive ever been said. It's really astounding.Recruiting does an amazing job at making candidates feel wanted. That feeling disappears the moment you sign. After that, you have no manager or anyone who will care. You'll go into bootcamp where you'll have a ""mentor"". His role is to continue to do his job while counting the number of lines in your diffs to make sure you can make progress with no assistance.After bootcamp, you'll have a manager who operates in the same mode. They are interested in the technology and not the people. To them, you are a resource to be maximized. They will tell you everything you need to do to improve, but never once say ""good job"". In boot camp, I kept meeting these amazing, visionary dynamic managers. I know realize they were the exception. Those people made me love Facebook during bootcamp, but that feeling wore off quickly once I interacted with the average line level manager.Plus, beware of the reviews here. Recruiting will tell you point blank that they curate these reviews. The reason FB has the highest rating is because someone internally has a goal to achieve certain star ratings on this site.","Start selecting people for human relationship skills and focus less on pure technical ability."
"5.0","""Extremely open and fast moving company.""","Current Employee - Software Engineer IV","Menlo Park, CA","2014-03-01","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","You ship code within your first two weeks. Hundreds of millions of people around the world care about what you do. Pay and benefits are great, particularly RSU offerings. You're expected to move up (and get raises, bonuses, more RSUs) quickly. You can do pretty much whatever you want and work on whatever you want. There aren't a lot of rules, other than security/privacy practices. Even on mobile apps, your code ships fast.Facebook's onboarding process is the best I've ever seen, and I've worked at a lot of other major companies. You're hired as an engineer, not as someone to fill a specific job. Then you spend your first six weeks getting to know how all of the company works, filling in small holes on code bases that you aren't familiar with (web, Android, iOS, data analysis stuff), and learning what problems in the company you most want to work on, before you pick your team. Every large software company should be doing this.","They do claim ownership of code you write outside of work, unless you run it by legal first.","Don't ever get rid of Boot Camp. Adding on iOS and Android camp afterwards is a great idea; I wish it had been there when I started.Please change the ""we own all you do, even outside of work, unless you clear it first"" policy. It might turn Silicon Valley die-hards off, particularly the startup dreamers who want to get their feet wet first at a company known for moving fast. I think we'd want to snag those people and convince them to pursue their ideas with us, rather than frighten them away with the thought that they might legally give away their big idea when they come to it. Even if we lose a few, or most, I'd rather have them with us for a while."
"5.0","""Excellent""","Former Employee - User Operations Analyst","Menlo Park, CA","2014-03-04","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Good pay, excellent environment, tons of perks, opportunity to work with several teams, beautiful office, Opportunities for mobility within the company, everyone feels like they're on the same team","repetetive work, cult-ish, but only if you feel that way,",""
"5.0","""A heaven for an engineer!""","Current Employee - Software Engineer","Palo Alto, CA","2014-02-23","I have been working at Facebook full-time (Less than a year)","RecommendsApproves of CEO","I moved here from a larger stable company where I was also working as a software engineer, and I have just been wow-ed! Apart from the amazing perks, I work with a set of very dedicated, determined and intelligent folks, which is really the best part of working here.- Co-workers are mostly rockstars!- Lots of resources to learn - 7 months into my job and I feel I am already a much better engineer.- Lots of importance on what YOU want to work on, versus what your manager thinks you should work on. You can freely talk to your manager and find an intersection between your interests and the company/product needs.- Everything is automated (again by rockstar teams), and processes are made as simple as possible.- Great pay, stocks and bonuses.- Amazing perks! Lots of food choices, great campus, regular team happy hours with great food, and the list goes on and on.","- Work-life balance almost 0 on weekdays! I spend the entire day working/thinking about work. But that is what I was looking for. Weekends are upto you - most people do not work.- Lots of process changes in short periods of time - so you are constantly climbing the learning curve. But this maybe specific to the product I work on.",""
"5.0","""Nice place to work. Interesting problems.""","Current Employee - Software Engineer","Menlo Park, CA","2014-02-28","I have been working at Facebook full-time (More than 3 years)","RecommendsApproves of CEO","Nice fast paced culture, that encourages folks to take risks.Smart set of co-workers.Nice perks. Laundary, food, loaded micro-kitchens, pay etc etc.","Can be a little haphazad.Managers are promoted in-house, and sometimes they can be inexperienced or not very good.Timelines can be aggressive.",""
"5.0","""Awesome place to work that has huge impact, lots of fun, and a ton to learn""","Current Employee - Software Engineer","Menlo Park, CA","2014-02-28","I have been working at Facebook full-time (Less than a year)","Positive OutlookApproves of CEO","Huge impact on billions of people while working with awesome, insanely intelligent coworkers at a pleasant office. Great free food and perks. Lots of autonomy and big problems to solve. Engineer driven culture. Down to earth, available CEO.","Being on-call and dealing with lots of product uncertainty. Long commute if you live in SF. Work-life balance tends to steer toward work.","There's nothing I'd advice them that I wouldn't and haven't said in person."
"4.0","""Pretty good place to work""","Current Employee - Account Manager","Menlo Park, CA","2014-03-05","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","The campus is insane, great place to be, delicious food, positive environment overall. Young team overall, great benefits.","The company has grown a lot and with that came politics and an unusual (at least for me) level of competitiveness amongst colleagues. Constant re-orgs make it a little difficult to grow, as you end up changing managers all the time and you role changes as well. The advertising product is far from stable and they keep changing everything all the time, which confuses the team and the marketplace (and makes the sales process more challenging).",""
"5.0","""Great company""","Former Employee - Software Engineer","Menlo Park, CA","2014-02-24","I worked at Facebook part-time (More than a year)","RecommendsPositive OutlookApproves of CEO","great company and online prodict","not that many significant cons","kepp doing what your doing"
"5.0","""Smartest and nicest coworkers.""","Current Employee - Software Engineer","Menlo Park, CA","2014-03-01","I have been working at Facebook full-time (More than a year)","RecommendsApproves of CEO","After a year I'm still learning from super-smart coworkers. It's like a excellent school that pays you.","Doesn't have an office in San Francisco.",""
"5.0","""Form employee #514""","Former Employee - Senior Manager Data Center Operations","Ashburn, VA","2014-02-03","I worked at Facebook full-time (More than 5 years)","RecommendsPositive OutlookApproves of CEO","Great place, great mission, great creativity and upper managment support behind creativity","getting to large to execute on creative ideas","Management is aware of the employee scaling issues and works on ""drift"" control constantly."
"5.0","""Project Coordinator""","Former Employee - Project Manager","Menlo Park, CA","2014-02-19","I worked at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Awesome people, Great culture, Great food","The commute was very long",""
"4.0","""It's a rocky ride""","Current Employee - Software Engineer","Menlo Park, CA","2014-02-28","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","You get to meet a lot of really smart people. Also, there are a lot of benefits and there's more coming.","The company is growing big really fast. If you aren't in product teams, it's hard to get much love and as the size increases this is more apparent.It's not a small company anymore and over the time I was here, I have seen the start up culture slowly mature.",""
"3.0","""Growing too fast and losing track of culture""","Former Employee - Business Analyst","Menlo Park, CA","2014-02-19","I worked at Facebook full-time (More than a year)","Doesn't RecommendNeutral OutlookApproves of CEO","Some perks, smart people, learning opportunities, great networking with very accomplished silicon valley folks, office space is fun (maybe too distracting)","Turning corporate, need to know the right people, holier than thou attitudes, veteran employees talking about their money and yachts, culture and communication is breaking down (Move fast and fix things), useless spending on parties/shirts/ice cream shop/laundry/etc just to keep young employees feeling like they are still in undergrad, Nepotism!!!",""
"4.0","""The Best Place to learn""","Former Employee - Software Developer","San Francisco, CA","2014-02-11","I worked at Facebook full-time (More than a year)","RecommendsNeutral OutlookApproves of CEO","Amazing work culture, you never see it as a work place","Long Hours and some times you cant balance work and your personal life.","They should identify the young talents"
"5.0","""A knowledge enriching experience""","Former Employee - Developer Advocate","Menlo Park, CA","2014-01-30","I worked at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Great people , good knowledge sharing","u ve to be really really fast to catch up with the pace .","none"
"5.0","""Great ideas""","Current Employee - Software Engineer","Menlo Park, CA","2014-01-30","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","energy, and food energy, and food","lack of future innovations energy, and food","talk to obama"
"3.0","""Need to suck up to management""","Former Employee - Anonymous Employee","Menlo Park, CA","2014-01-29","I worked at Facebook full-time (Less than a year)","RecommendsNeutral OutlookApproves of CEO","- Some of the smartest engineers I've ever worked with- Great free food and perks (dry cleaning, snacks, etc)- Lots of opportunities to make things happen -- great bottoms up culture- Mostly very nice people who try to help each other out","- Engineering management runs the show -- you need to suck up to them to succeed, and if you dare disagree, prepare to leave- Poor quality management -- many are set there by level and for being smart technically, but aren't good people and career managers- Terrible work/life balance unless you actively set barriers and don't do some things- Sloppy coding -- hacking is more prized than good structure and elegance- A bit overly full of itself and entitled","Be more selective with managers and get people who communicate well and genuinely care about their employees. Some of this can be trained / mentored but there are folks who really just shouldn't be people managers."
"5.0","""It was really Awesome <3 Love you mark <3 <3""","Current Employee - Software Engineer","Menlo Park, CA","2014-01-25","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","Great Teamwork! , Great CEO ,Great Engineers","Less work life management , Over work ,","Give employment better and keep respect"
"3.0","""Sometimes good, sometimes a bad place to work.""","Former Employee - SCO-Infrastructure","Menlo Park, CA","2014-01-14","I worked at Facebook full-time (More than 5 years)","Doesn't RecommendNeutral OutlookNo opinion of CEO","Benefits, perks and pay are good. Most people are very nice.","Facebook could have been a great place to work, had it not been for the management in certain departments. When half of the people in your group quit, because they couldn't work for the new management, there is a problem. Yet upper management seemed to not notice this.There is no work/life balance at Facebook. Good luck getting time off, as you don't have time to leave your desk to take a vacation or have a day off, and don't have backups to support you, so if you do get a day off, your desk is piled with the work that didn't get done when you were gone.","Make sure the people you hire for management positions, are a good fit to Facebook culture. Because some managers shouldn't even have been hired in the first place, and FB lost a lot of good people for this reason.Managers: Make sure that you stick to your words when asking us to trust you, and not stab your star employees in the back."
"4.0","""The best company I had...""","Current Employee - Systems Analyst","Menlo Park, CA","2014-02-01","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Social interactions with different people from the IT industry.","Can't think of any bad things on my company...","Continue on what you are doing."
"4.0","""Fun company, bad product in my opinion.""","Former Employee - Software Engineer","Menlo Park, CA","2014-01-26","I worked at Facebook full-time (Less than a year)","Doesn't RecommendNeutral OutlookNo opinion of CEO","Lots of interesting problems to solve.","Lots of boring problems to solve.","Keep on keepin on."
"5.0","""The smartest people, working together to solve client's problems on the largest marketing stage, delivering results.""","Current Employee - Creative Strategist","New York, NY","2013-12-23","I have been working at Facebook full-time (More than 3 years)","RecommendsPositive OutlookApproves of CEO","Clear vision, talented/diverse employees, awesome benefits, solid upper management/leadership","Constant change, media underdog, weak lower management",""
"5.0","""Excellent""","Current Employee - Software Engineer","Menlo Park, CA","2013-12-28","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Open culture, everything is transparent to everyone; move fast like a startup rather an big company; engineer here is very nice","too many good food, you have to control your mouse from gaining too much weight; it is IPO so not much change to getting rich",""
"5.0","""wild ride, decent pay, demanding standards""","Former Employee - Operations Engineer","Menlo Park, CA","2013-12-08","I worked at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","-life changing experience-work on world class infrastructure-dynamite resume material-make hundreds of connections with other people in the industry, as they filter out to other companies over several years you will have connections everywhere-Interview training. Your interview game for the next job will be vastly improved.-Perf evaluations pretty fair.-Worth it. You can pivot your experience at Facebook into a job anywhere else, often with less stress and more money. Lots of companies use Facebook a recruiting filter.","-Work/life balance.-The technical bar for managers is very high, which means a lot of them aren't actually very good managers.-Perf evaluations are about impact, and that basically means glory laden projects. Don't count on your manager, you need to make it rain.","When I think of IC quality at Facebook, my impression is universally excellent, exceptions are even better than that. I have never seen a greater concentration of awesome.That is not what I think of the quality of managers at Facebook. Some are pretty bad."
"5.0","""Great culture, attitude and vision.""","Current Employee - User Operations","Austin, TX","2013-11-15","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Sharp, genuine, driven people everywhere. The company and leadership truly want to make the world a better place. Healthy and fun work atmosphere enables people to reach their potential. Employees empowered take chances and make a real impact.","So far, zero. I work in a medium sized office, and I have a hard time coming up with any significant con to list.",""
"5.0","""Spoiled rotten, and rewarded for impact""","Current Employee - Operations Engineer","Menlo Park, CA","2013-11-21","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","For a large company, it's amazing how they have quantified the ability to measure and quantify contributions as a metric towards career advancement.","Advancements in career tend to promote building new systems over advancement of existing systems.",""
"5.0","""I wake up in the morning and can't wait to get to work""","Current Employee - Software Engineer","Menlo Park, CA","2013-11-13","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","The culture is amazing. They will work hard to find you something to work on that fits your passions and lets you make a huge impact. No corporate BS. Great people.","Would have been really really cool to join six years ago when they were really small but they're still growing super fast.","Keep doing what you're doing, keep the culture awesome."
"5.0","""Challenging place with lots of opportunities""","Current Employee - Software Engineer","Menlo Park, CA","2013-11-19","I have been working at Facebook full-time (More than a year)","RecommendsPositive OutlookApproves of CEO","I'm working in the infrastructure department (I'm less aware of the working experience in the product).The people I'm working with are very smart and motivated.The infra challenges are kind of unique.There are still a lot of things to build, the personal impact can be huge.Extremely open environment.","Sometimes we're less organized than the other, more hierarchical companies (it's a part of the company culture of moving fast).",""
"5.0","""Facebook wants to help you be your best""","Current Employee - Software Engineer","Menlo Park, CA","2013-11-18","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","- Comp- Coworkers- Perks- Benefits- Facebook wants to help you be your best","- Too much free food",""
"4.0","""Great but very messy company""","Current Employee - Business Development","Menlo Park, CA","2013-11-24","I have been working at Facebook full-time (Less than a year)","Doesn't RecommendPositive OutlookApproves of CEO","- Energizing mission to connect the world- Great business outlook- Perks (but only in large offices like Menlo Park, Dublin, Sao Paulo)- Still keeps some of its original hacker culture- Great CEO","- Can be very messy- Limited career opportunities outside of sales- Extreme differences in perks and compensation between HQ and international offices- High workload not matched by compensation","Take care of non-sales, non-engineering and international employees"
"5.0","""Awesome people, culture, technology and perks""","Current Employee - Production Engineer","Menlo Park, CA","2013-11-13","I have been working at Facebook full-time (Less than a year)","RecommendsPositive OutlookApproves of CEO","Brilliant colleagues, fantastic startup-ish culture and desire to do things the right way, interesting and widely varied technologies and challenges to solve, great perks to make your life comfortable.","There are some warts such as certain managers and technologies, but far less than any other company and they tend to get dealt with.",""
